"booking_status","booking_type","previous_cancellations","previous_non_canceled_bookings","adults","children","weekend_nights","week_nights","room_price","special_requests","meal_plan","reserved_parking_space","room_type","lead_time_days","arrival_occupancy_season"
"not_canceled","online",0,0,2,0,0,2,79.2,2,"american",0,"suite",77,"low"
"not_canceled","mobile_app",0,0,2,0,1,3,104,0,"modified_american",0,"suite",62,"peak"
"canceled","online",0,0,2,1,0,3,127.5,0,"continental",0,"suite",149,"peak"
"canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",0,"suite",164,"moderate"
"not_canceled","online",0,0,2,0,3,7,95.98,0,"continental",0,"suite",23,"moderate"
"not_canceled","online",0,0,2,0,2,4,94,2,"continental",0,"suite",3,"peak"
"not_canceled","travel_agency",0,0,2,0,2,0,107.03,1,"continental",0,"suite",22,"moderate"
"not_canceled","travel_agency",0,0,2,0,2,1,101,0,"modified_american",1,"suite",150,"low"
"not_canceled","online",0,0,2,0,1,1,90,1,"continental",0,"suite",3,"peak"
"canceled","mobile_app",0,0,1,0,0,1,115,0,"continental",0,"suite",163,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,1,98.8,0,"continental",1,"suite",0,"moderate"
"not_canceled","online",0,0,1,1,0,2,80.1,0,"american",0,"suite",84,"moderate"
"canceled","online",0,0,2,0,0,2,76.5,0,"continental",1,"suite",97,"peak"
"canceled","online",0,0,2,0,2,0,114.3,0,"continental",0,"suite",100,"peak"
"canceled","online",0,0,2,1,2,2,134.1,0,"continental",0,"suite",84,"peak"
"canceled","online",0,0,2,1,0,1,150,1,"continental",0,"suite",11,"low"
"not_canceled","mobile_app",0,0,2,0,1,3,80.75,0,"continental",0,"suite",46,"moderate"
"canceled","mobile_app",0,0,1,0,0,2,120,0,"continental",0,"suite",181,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,3,80.75,3,"continental",0,"suite",120,"peak"
"not_canceled","online",0,0,2,1,1,1,120,3,"continental",0,"suite",6,"low"
"not_canceled","online",0,0,2,0,2,3,89.25,1,"continental",1,"suite",132,"moderate"
"not_canceled","online",0,0,2,0,2,0,95.4,0,"continental",0,"studio",33,"moderate"
"not_canceled","online",0,0,1,0,1,0,89,0,"american",0,"suite",7,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,1,120,0,"continental",0,"suite",53,"moderate"
"canceled","online",0,0,2,0,2,2,139.5,1,"continental",0,"studio",45,"moderate"
"not_canceled","online",0,0,2,0,0,3,105.82,1,"continental",0,"studio",16,"moderate"
"canceled","online",0,0,2,0,1,3,89.46,0,"continental",0,"suite",54,"moderate"
"not_canceled","online",0,0,2,2,0,1,231,2,"continental",0,"executive_suite",5,"peak"
"not_canceled","travel_agency",0,0,2,0,2,1,79.5,1,"american",0,"suite",89,"moderate"
"not_canceled","online",0,0,2,0,0,3,144.9,2,"continental",1,"suite",37,"peak"
"canceled","mobile_app",0,0,2,0,2,3,102,0,"continental",0,"suite",192,"moderate"
"not_canceled","online",0,0,2,0,0,5,124.2,2,"continental",1,"studio",129,"peak"
"not_canceled","online",0,3,1,0,0,0,99.45,1,"continental",0,"suite",0,"moderate"
"not_canceled","online",0,0,2,0,1,1,151,1,"continental",0,"suite",27,"peak"
"not_canceled","online",0,0,1,0,0,1,143,0,"continental",0,"suite",0,"moderate"
"not_canceled","online",0,0,2,0,2,2,117.9,1,"continental",0,"suite",90,"peak"
"canceled","online",0,0,2,2,0,2,177.3,0,"continental",0,"executive_suite",92,"peak"
"not_canceled","mobile_app",0,0,1,0,0,2,120,0,"continental",1,"suite",107,"peak"
"not_canceled","online",0,0,2,0,1,3,77.23,2,"continental",0,"suite",332,"moderate"
"canceled","online",0,0,2,0,1,4,90.6,0,"american",0,"suite",3,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,4,99.45,1,"continental",0,"suite",56,"low"
"not_canceled","corporate_partner",0,7,1,0,0,1,98,1,"continental",1,"suite",28,"moderate"
"not_canceled","online",0,0,2,1,0,1,165.15,0,"modified_american",0,"suite",32,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,110.4,0,"continental",1,"suite",0,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,3,110,0,"continental",1,"suite",118,"peak"
"canceled","online",0,0,2,0,1,1,105.3,0,"continental",0,"suite",110,"moderate"
"canceled","online",0,0,2,0,2,4,132.6,1,"continental",0,"studio",115,"moderate"
"canceled","mobile_app",0,0,1,0,0,2,130,0,"continental",0,"suite",188,"peak"
"not_canceled","mobile_app",0,0,1,0,0,1,109.65,0,"continental",0,"suite",2,"moderate"
"canceled","online",0,0,2,0,2,1,99.45,0,"continental",0,"suite",238,"low"
"canceled","online",0,0,2,0,2,3,100.75,0,"continental",0,"suite",256,"moderate"
"canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",1,"suite",117,"peak"
"canceled","online",0,0,1,0,2,2,130.8,0,"continental",0,"studio",29,"peak"
"not_canceled","mobile_app",0,0,2,0,2,1,87.04,0,"continental",0,"studio",31,"moderate"
"canceled","online",0,0,2,0,2,2,114.3,1,"continental",0,"suite",122,"peak"
"not_canceled","online",0,0,2,0,1,1,124,1,"continental",1,"suite",21,"moderate"
"not_canceled","online",0,0,2,0,3,10,81.81,3,"continental",0,"presidential_suite",196,"peak"
"not_canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",0,"suite",110,"peak"
"not_canceled","online",0,0,2,0,2,2,99.45,1,"continental",0,"suite",32,"peak"
"not_canceled","online",0,0,2,0,1,2,115,1,"american",0,"suite",27,"moderate"
"canceled","online",0,0,2,0,0,2,115,1,"modified_american",0,"suite",346,"moderate"
"not_canceled","online",0,0,2,0,2,2,76.5,1,"continental",0,"suite",119,"peak"
"not_canceled","online",0,0,2,0,0,1,97,1,"continental",0,"studio",13,"low"
"not_canceled","travel_agency",0,4,1,0,0,1,89,1,"continental",0,"suite",1,"moderate"
"canceled","corporate_partner",0,0,1,0,0,3,100,0,"continental",0,"suite",113,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",0,"suite",145,"peak"
"canceled","travel_agency",0,0,2,0,1,2,113.4,0,"continental",0,"studio",58,"peak"
"canceled","online",0,0,2,1,0,3,107.1,1,"continental",0,"suite",60,"moderate"
"not_canceled","online",0,0,2,0,0,4,114.3,2,"continental",0,"suite",78,"peak"
"canceled","mobile_app",0,0,2,0,0,1,75,0,"continental",1,"suite",105,"moderate"
"not_canceled","online",0,0,2,0,1,0,76.5,2,"continental",1,"suite",181,"peak"
"not_canceled","online",0,0,2,0,2,4,111.4,1,"continental",1,"suite",7,"low"
"not_canceled","mobile_app",0,0,2,0,1,2,95,0,"continental",1,"suite",27,"moderate"
"not_canceled","online",0,0,2,0,2,3,125.1,3,"american",0,"suite",37,"peak"
"not_canceled","online",0,0,2,0,1,2,136,1,"continental",0,"studio",12,"moderate"
"canceled","online",0,0,2,0,0,1,79,0,"american",0,"suite",2,"low"
"not_canceled","mobile_app",0,0,2,0,1,4,78,0,"continental",1,"suite",336,"moderate"
"not_canceled","online",0,0,2,0,2,5,101.51,1,"continental",0,"studio",49,"low"
"not_canceled","online",0,0,2,0,2,1,88.2,1,"american",1,"suite",40,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,3,120,0,"continental",0,"suite",71,"peak"
"not_canceled","mobile_app",0,0,2,0,2,2,85,0,"american",0,"suite",6,"moderate"
"not_canceled","online",0,0,1,0,2,0,75.6,0,"continental",0,"suite",44,"moderate"
"not_canceled","online",0,0,2,0,0,2,88.4,0,"continental",0,"suite",30,"moderate"
"not_canceled","online",0,0,2,0,1,2,91,1,"continental",1,"suite",9,"low"
"not_canceled","online",0,0,2,0,0,4,75.95,0,"continental",0,"suite",71,"low"
"not_canceled","online",0,0,1,0,0,1,85,0,"continental",0,"suite",0,"low"
"not_canceled","online",0,0,2,0,2,2,89.89,1,"continental",1,"suite",5,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,82,0,"modified_american",0,"suite",14,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,2,85,0,"american",0,"suite",69,"moderate"
"not_canceled","online",0,0,2,0,1,1,127,2,"american",0,"suite",18,"moderate"
"not_canceled","online",0,0,2,0,1,4,143.14,2,"modified_american",0,"studio",97,"low"
"not_canceled","mobile_app",0,0,1,0,0,3,120,0,"continental",0,"suite",71,"peak"
"canceled","mobile_app",0,0,2,0,0,3,224.67,0,"modified_american",0,"suite",34,"moderate"
"canceled","online",0,0,1,0,1,0,120,0,"continental",0,"suite",76,"moderate"
"not_canceled","online",0,0,2,0,1,2,87.27,1,"continental",0,"suite",6,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,2,85.5,1,"continental",0,"suite",51,"moderate"
"not_canceled","online",0,0,2,0,2,5,129.86,3,"continental",1,"suite",141,"moderate"
"canceled","online",0,0,2,0,2,5,107.59,0,"continental",0,"suite",245,"moderate"
"not_canceled","online",0,0,2,0,2,3,88.4,2,"continental",0,"suite",39,"low"
"not_canceled","online",0,0,2,0,0,1,76.5,3,"continental",0,"suite",200,"peak"
"canceled","corporate_partner",0,0,1,0,1,3,89,0,"continental",0,"suite",47,"moderate"
"canceled","online",0,0,2,0,2,2,120.9,0,"continental",0,"suite",27,"moderate"
"not_canceled","online",0,0,2,0,0,1,108.05,0,"american",0,"suite",6,"moderate"
"canceled","online",0,0,2,0,0,2,79,0,"american",0,"suite",57,"moderate"
"canceled","mobile_app",0,0,2,0,1,1,109,0,"modified_american",0,"suite",301,"peak"
"not_canceled","mobile_app",0,0,1,0,0,2,80,0,"continental",1,"suite",335,"moderate"
"not_canceled","corporate_partner",0,3,2,0,0,2,84,0,"continental",1,"suite",7,"moderate"
"canceled","online",0,0,2,0,0,2,115,1,"modified_american",0,"suite",320,"peak"
"not_canceled","online",0,0,2,2,0,4,167.45,1,"continental",0,"executive_suite",63,"moderate"
"canceled","online",0,0,2,0,0,3,78.3,1,"continental",1,"suite",308,"low"
"not_canceled","online",0,0,2,0,2,4,113.31,1,"continental",0,"studio",25,"peak"
"not_canceled","online",0,0,2,1,2,6,163.63,2,"continental",1,"suite",2,"moderate"
"canceled","online",0,0,2,0,0,2,103.5,0,"american",0,"suite",93,"peak"
"not_canceled","online",0,0,2,0,0,1,100.37,0,"american",0,"suite",0,"moderate"
"not_canceled","online",0,0,1,0,0,3,94.5,1,"continental",0,"suite",39,"peak"
"canceled","online",0,0,1,0,0,1,102.6,0,"american",0,"suite",36,"moderate"
"canceled","online",0,0,2,0,1,2,79,1,"american",0,"suite",23,"low"
"canceled","online",0,0,2,0,0,4,133.5,0,"continental",0,"suite",21,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,3,85,0,"continental",0,"suite",36,"moderate"
"not_canceled","corporate_partner",1,10,1,0,0,1,88,1,"continental",1,"suite",33,"low"
"not_canceled","online",0,0,2,0,0,1,106,2,"continental",1,"suite",0,"peak"
"canceled","online",0,0,2,0,1,2,101,0,"modified_american",0,"suite",309,"moderate"
"not_canceled","online",0,0,2,0,2,2,108.16,1,"continental",1,"studio",148,"moderate"
"not_canceled","mobile_app",0,0,2,1,2,2,130.58,3,"modified_american",0,"suite",78,"moderate"
"not_canceled","online",0,0,2,0,1,3,101.34,1,"continental",0,"suite",44,"moderate"
"canceled","online",0,0,2,0,0,3,198.9,0,"continental",0,"executive_suite",159,"moderate"
"canceled","online",0,0,2,0,0,2,166,0,"continental",0,"studio",27,"peak"
"not_canceled","online",0,0,2,1,1,0,159,2,"continental",0,"suite",1,"moderate"
"not_canceled","mobile_app",1,0,2,0,0,3,90,0,"continental",1,"suite",19,"moderate"
"not_canceled","online",0,0,2,0,0,2,158,0,"continental",0,"suite",1,"moderate"
"not_canceled","online",0,0,2,0,2,1,77.03,1,"continental",0,"suite",109,"moderate"
"canceled","online",0,0,2,0,2,1,98.1,0,"american",0,"suite",35,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,2,75,0,"continental",0,"suite",83,"moderate"
"canceled","online",0,0,2,0,0,2,91,1,"continental",0,"suite",5,"low"
"not_canceled","mobile_app",0,0,2,0,0,3,75,0,"continental",0,"suite",44,"low"
"not_canceled","online",0,0,2,0,0,2,87.01,1,"american",1,"suite",3,"peak"
"canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",102,"moderate"
"canceled","mobile_app",0,0,2,0,0,3,95,0,"continental",0,"suite",276,"moderate"
"not_canceled","online",0,0,2,0,0,3,81,2,"american",0,"suite",10,"peak"
"not_canceled","online",0,0,2,0,2,0,109.1,1,"continental",0,"suite",30,"moderate"
"canceled","online",0,0,2,2,2,2,177.65,1,"continental",0,"executive_suite",144,"moderate"
"not_canceled","online",0,0,1,0,0,4,97,3,"continental",0,"suite",12,"low"
"not_canceled","online",0,0,2,0,3,8,126,0,"continental",0,"studio",55,"peak"
"canceled","online",0,0,2,1,1,1,112.5,0,"continental",0,"presidential_suite",180,"peak"
"not_canceled","online",0,0,2,0,1,4,79.2,2,"american",0,"suite",75,"low"
"canceled","mobile_app",0,0,2,0,0,1,75,0,"continental",0,"suite",105,"moderate"
"canceled","travel_agency",0,0,2,0,1,2,130,0,"modified_american",0,"suite",161,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,95,0,"continental",0,"suite",98,"moderate"
"canceled","online",0,0,2,2,0,2,242,1,"continental",0,"executive_suite",4,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,3,95,0,"continental",0,"suite",71,"moderate"
"canceled","online",0,0,2,0,2,3,90.95,1,"continental",0,"suite",218,"peak"
"not_canceled","online",0,0,1,0,1,2,98.33,2,"continental",0,"suite",10,"low"
"canceled","online",0,0,2,0,2,1,105.3,0,"continental",0,"studio",183,"peak"
"not_canceled","online",0,0,2,0,2,4,90,2,"continental",1,"suite",9,"peak"
"canceled","online",0,0,2,0,0,3,129.6,0,"continental",0,"suite",109,"moderate"
"not_canceled","online",0,0,2,0,0,3,90,2,"continental",0,"suite",0,"peak"
"not_canceled","online",0,0,2,0,1,2,86.62,1,"continental",0,"presidential_suite",224,"peak"
"not_canceled","online",0,0,1,0,0,1,99.45,0,"continental",0,"suite",0,"low"
"not_canceled","online",0,0,2,0,0,3,94.33,2,"continental",0,"suite",22,"moderate"
"not_canceled","online",0,0,2,0,2,2,119.85,0,"continental",0,"suite",90,"moderate"
"not_canceled","online",0,0,2,0,0,3,105,2,"continental",0,"suite",22,"moderate"
"not_canceled","mobile_app",1,0,1,0,0,0,80,0,"continental",0,"suite",19,"moderate"
"canceled","online",0,0,2,0,1,3,152.78,0,"continental",0,"studio",30,"moderate"
"not_canceled","online",0,0,2,0,1,1,136,0,"continental",1,"studio",0,"low"
"not_canceled","online",0,0,2,0,0,5,103.5,1,"american",0,"suite",128,"peak"
"canceled","mobile_app",0,0,2,0,1,2,100,0,"continental",0,"suite",78,"moderate"
"canceled","corporate_partner",0,0,1,0,0,1,103,0,"continental",0,"studio",2,"low"
"not_canceled","travel_agency",0,0,2,0,2,3,166.8,2,"continental",1,"studio",34,"moderate"
"canceled","mobile_app",0,0,2,0,2,0,115,1,"modified_american",0,"suite",386,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",0,"suite",273,"peak"
"canceled","mobile_app",0,0,1,0,0,2,115,0,"continental",1,"suite",103,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,1,84,0,"continental",0,"suite",5,"peak"
"not_canceled","online",0,0,2,0,0,3,103.5,0,"continental",0,"suite",30,"moderate"
"not_canceled","online",0,0,2,0,2,2,87.32,1,"continental",1,"suite",175,"moderate"
"canceled","mobile_app",0,0,2,0,2,0,115,1,"modified_american",0,"suite",386,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,90,0,"modified_american",0,"suite",256,"peak"
"canceled","mobile_app",0,0,1,0,1,5,80,0,"continental",0,"suite",349,"moderate"
"not_canceled","online",0,0,2,1,0,2,120,2,"continental",1,"suite",4,"low"
"canceled","online",0,0,2,0,0,3,94.5,0,"american",0,"suite",164,"peak"
"not_canceled","online",0,0,2,0,2,1,88.01,1,"continental",1,"suite",104,"peak"
"not_canceled","online",0,0,2,0,1,2,107.1,1,"american",1,"suite",109,"peak"
"not_canceled","online",0,0,2,0,0,4,76.58,1,"continental",1,"studio",5,"low"
"not_canceled","mobile_app",0,0,1,0,0,2,95,0,"continental",0,"suite",192,"peak"
"not_canceled","online",0,0,2,0,2,2,143.1,1,"continental",0,"studio",127,"moderate"
"not_canceled","online",0,0,2,0,2,2,90,1,"american",0,"suite",0,"low"
"not_canceled","online",0,0,1,0,0,1,109,1,"american",0,"suite",12,"peak"
"canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",0,"suite",256,"peak"
"not_canceled","online",0,0,2,0,1,2,132.3,2,"continental",1,"suite",57,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,121,0,"modified_american",1,"suite",57,"moderate"
"not_canceled","online",0,0,2,0,1,4,80.3,1,"continental",1,"suite",37,"low"
"not_canceled","corporate_partner",0,6,1,0,0,1,98,1,"continental",0,"suite",8,"peak"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",377,"moderate"
"canceled","online",0,0,2,0,2,0,99,0,"american",0,"suite",18,"peak"
"not_canceled","online",0,0,2,0,2,3,95.48,2,"continental",0,"studio",47,"moderate"
"not_canceled","online",0,0,2,0,0,1,106.2,1,"continental",1,"suite",1,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",265,"peak"
"not_canceled","online",0,0,2,0,1,2,118.33,1,"continental",0,"suite",15,"moderate"
"canceled","online",0,0,2,0,0,1,130,1,"continental",0,"suite",11,"low"
"not_canceled","online",0,0,2,0,2,2,77.23,1,"continental",1,"suite",151,"peak"
"not_canceled","mobile_app",0,0,2,1,0,4,78.94,2,"continental",1,"presidential_suite",11,"moderate"
"canceled","online",0,0,2,0,1,1,125.1,0,"american",0,"suite",78,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,75,0,"continental",0,"suite",245,"peak"
"canceled","online",0,0,2,2,2,2,175.1,1,"continental",0,"executive_suite",190,"moderate"
"not_canceled","online",0,2,2,0,0,1,149.4,1,"continental",0,"studio",32,"peak"
"not_canceled","online",0,0,1,0,0,1,85.5,1,"continental",1,"suite",86,"moderate"
"not_canceled","online",0,0,2,0,2,5,82.45,0,"continental",1,"suite",84,"moderate"
"not_canceled","mobile_app",1,0,2,0,0,2,98.1,0,"continental",1,"suite",1,"moderate"
"not_canceled","online",0,0,2,0,1,0,89,0,"american",0,"suite",20,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,136,0,"modified_american",0,"studio",80,"moderate"
"not_canceled","online",0,0,2,0,1,3,90.9,2,"continental",0,"suite",184,"moderate"
"not_canceled","online",0,0,2,0,0,4,140,0,"american",1,"suite",6,"moderate"
"not_canceled","mobile_app",1,0,1,0,1,3,110,0,"continental",0,"suite",3,"moderate"
"not_canceled","online",0,0,2,0,1,1,85.5,0,"continental",0,"suite",57,"peak"
"canceled","mobile_app",0,0,2,2,1,2,127.5,1,"continental",0,"executive_suite",213,"peak"
"not_canceled","online",0,0,2,0,2,5,95.81,0,"continental",0,"suite",121,"peak"
"canceled","mobile_app",0,0,2,0,2,0,95,0,"continental",0,"suite",146,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,95,0,"continental",0,"suite",8,"moderate"
"canceled","online",0,0,2,2,2,5,177.3,0,"continental",0,"executive_suite",279,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,4,80.75,0,"continental",0,"suite",83,"moderate"
"not_canceled","online",0,0,2,0,2,2,90.1,2,"continental",0,"studio",7,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,140,0,"continental",1,"suite",30,"peak"
"not_canceled","corporate_partner",1,6,1,0,1,3,79,3,"continental",0,"suite",7,"low"
"not_canceled","online",0,0,2,0,2,2,79.8,1,"continental",0,"presidential_suite",90,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",1,"suite",56,"peak"
"canceled","online",0,0,2,0,2,1,109.8,0,"continental",1,"suite",56,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,75,0,"continental",0,"suite",105,"moderate"
"not_canceled","corporate_partner",0,1,1,0,0,1,95,0,"continental",1,"suite",16,"peak"
"not_canceled","online",0,0,2,0,2,1,82.5,0,"american",1,"suite",98,"moderate"
"canceled","online",0,0,2,0,2,2,80.75,0,"american",0,"suite",208,"peak"
"canceled","online",0,0,2,2,0,3,77.5,0,"continental",0,"presidential_suite",30,"moderate"
"canceled","online",0,0,2,0,1,2,90.3,2,"continental",0,"suite",93,"moderate"
"canceled","online",0,0,2,1,2,3,114.75,1,"continental",0,"suite",153,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,75,0,"continental",0,"studio",40,"moderate"
"not_canceled","corporate_partner",0,1,1,0,1,0,79,0,"continental",0,"suite",0,"low"
"not_canceled","mobile_app",0,0,1,0,0,1,75,0,"continental",0,"suite",43,"moderate"
"canceled","online",0,0,2,0,0,2,124,0,"american",0,"suite",5,"peak"
"not_canceled","online",0,0,2,0,2,0,83.9,1,"continental",1,"suite",40,"moderate"
"canceled","online",0,0,2,0,2,3,85.85,0,"continental",0,"suite",244,"moderate"
"canceled","online",0,0,2,0,1,1,98.1,0,"american",1,"suite",205,"moderate"
"not_canceled","online",0,0,2,0,2,2,79.48,1,"american",0,"suite",31,"low"
"not_canceled","mobile_app",0,0,2,0,0,1,108,0,"modified_american",1,"suite",72,"moderate"
"canceled","online",0,0,2,0,2,2,85,0,"continental",0,"suite",180,"low"
"canceled","online",0,0,2,0,0,3,135.9,0,"continental",0,"suite",52,"peak"
"not_canceled","travel_agency",0,0,2,0,2,1,140.4,2,"continental",1,"studio",73,"peak"
"not_canceled","online",0,0,2,0,0,3,140.4,0,"continental",1,"studio",95,"moderate"
"not_canceled","online",0,0,2,0,2,4,121.25,1,"continental",1,"studio",57,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,130,0,"continental",0,"suite",48,"moderate"
"not_canceled","online",0,0,2,0,1,3,83.3,1,"american",1,"presidential_suite",51,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",0,"suite",27,"peak"
"not_canceled","online",0,0,2,0,0,1,126.9,1,"continental",0,"suite",53,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,3,120,0,"continental",0,"suite",71,"peak"
"not_canceled","online",0,0,2,0,0,2,79.35,1,"continental",0,"suite",33,"moderate"
"not_canceled","online",0,0,2,0,2,2,119.85,1,"continental",0,"suite",95,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,117,1,"modified_american",1,"suite",88,"moderate"
"canceled","online",0,0,2,0,1,2,108,1,"american",1,"suite",55,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,3,85,0,"continental",0,"suite",17,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,107,0,"modified_american",0,"suite",418,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",39,"peak"
"canceled","mobile_app",0,0,1,0,0,3,110,0,"continental",0,"suite",166,"low"
"not_canceled","online",0,0,2,0,1,3,136,1,"continental",0,"suite",100,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,95,0,"continental",1,"suite",267,"moderate"
"canceled","mobile_app",0,0,1,0,2,4,120,0,"continental",0,"suite",69,"peak"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",377,"moderate"
"not_canceled","online",0,0,1,0,0,2,85,0,"continental",1,"suite",4,"low"
"canceled","mobile_app",0,0,2,0,1,2,130,0,"modified_american",0,"suite",161,"moderate"
"not_canceled","online",0,0,2,0,0,3,86.93,1,"continental",0,"suite",29,"moderate"
"canceled","online",0,0,2,0,0,3,126.9,0,"continental",0,"suite",104,"peak"
"not_canceled","online",0,0,2,1,2,1,109,2,"continental",0,"suite",13,"low"
"canceled","online",0,0,1,0,2,0,125,1,"continental",0,"suite",13,"peak"
"canceled","mobile_app",0,0,2,0,0,1,75,0,"continental",0,"suite",105,"moderate"
"not_canceled","online",0,0,2,0,2,1,120.33,2,"american",0,"suite",5,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,1,91.2,0,"continental",0,"suite",0,"moderate"
"not_canceled","online",0,0,2,0,0,2,97.2,2,"continental",0,"suite",48,"low"
"not_canceled","online",0,0,2,0,2,2,105,0,"continental",0,"studio",5,"low"
"not_canceled","online",0,0,2,0,0,1,92.98,0,"american",0,"suite",0,"moderate"
"not_canceled","travel_agency",0,0,2,0,1,1,114.5,2,"continental",0,"suite",9,"moderate"
"canceled","online",0,0,2,0,1,0,129,0,"continental",0,"studio",75,"peak"
"not_canceled","online",0,0,2,0,2,3,97.75,1,"continental",0,"suite",151,"peak"
"not_canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",1,"suite",164,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,3,112,0,"modified_american",0,"suite",36,"moderate"
"canceled","online",0,0,2,0,0,4,90.9,0,"continental",0,"suite",169,"moderate"
"not_canceled","online",0,0,2,0,2,1,108,2,"american",1,"suite",6,"moderate"
"canceled","travel_agency",0,0,2,0,1,3,99.45,0,"modified_american",0,"suite",210,"moderate"
"not_canceled","online",0,0,2,0,2,3,91.47,1,"continental",1,"suite",71,"peak"
"canceled","online",0,0,2,0,1,1,95.4,0,"american",0,"suite",268,"moderate"
"not_canceled","online",0,0,2,0,1,3,95.88,1,"continental",0,"studio",103,"moderate"
"not_canceled","online",0,0,2,0,0,0,89,0,"american",1,"suite",1,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",102,"moderate"
"not_canceled","online",0,0,2,0,2,3,94.3,0,"american",1,"presidential_suite",34,"moderate"
"not_canceled","online",0,0,2,0,2,2,86.43,1,"continental",0,"studio",133,"moderate"
"not_canceled","online",0,0,2,0,0,2,81,1,"american",0,"suite",5,"low"
"not_canceled","online",0,0,1,0,1,1,124,1,"continental",1,"suite",1,"peak"
"not_canceled","mobile_app",0,0,1,0,0,3,95,0,"continental",0,"suite",37,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",0,"suite",56,"peak"
"canceled","online",0,0,1,0,0,2,113.4,0,"continental",0,"suite",77,"moderate"
"not_canceled","online",0,0,2,0,1,1,86.4,1,"continental",1,"suite",47,"moderate"
"not_canceled","online",0,0,2,0,1,3,109,1,"continental",0,"suite",5,"moderate"
"not_canceled","online",0,0,2,0,0,1,130,1,"continental",0,"suite",5,"peak"
"canceled","online",0,0,2,1,0,2,127,0,"continental",0,"suite",10,"moderate"
"not_canceled","online",0,0,2,0,0,1,77.25,1,"continental",0,"suite",19,"low"
"not_canceled","mobile_app",0,0,2,0,0,1,80,0,"american",0,"suite",1,"peak"
"canceled","online",0,0,2,0,1,0,96.3,0,"continental",0,"suite",92,"peak"
"not_canceled","mobile_app",0,0,2,1,0,4,90,0,"continental",0,"suite",44,"low"
"not_canceled","online",0,1,1,0,0,1,98.1,0,"american",0,"suite",15,"moderate"
"not_canceled","online",0,0,2,0,0,2,99.45,1,"continental",0,"suite",4,"low"
"canceled","mobile_app",0,0,2,0,2,0,110,0,"modified_american",0,"suite",275,"moderate"
"canceled","travel_agency",0,0,2,0,0,2,105.3,0,"continental",0,"studio",187,"peak"
"canceled","online",0,0,2,0,0,1,98.1,0,"american",0,"suite",184,"moderate"
"not_canceled","online",0,0,2,0,2,5,146.96,1,"continental",0,"studio",57,"moderate"
"canceled","mobile_app",0,0,1,0,2,4,110,0,"continental",0,"suite",245,"peak"
"not_canceled","online",0,0,2,0,1,2,90,2,"continental",1,"suite",10,"peak"
"not_canceled","online",0,0,1,0,0,1,129,2,"american",0,"suite",21,"moderate"
